Time,temperature,humidity,light,sound
3:44,28.8,59.0,0,37.8
3:44,28.8,58.9,0,37.7
3:44,28.8,59.0,0,38.2
3:44,28.8,58.9,0,38.0
3:45,28.8,59.0,0,37.5
3:45,28.8,59.0,0,37.8
3:45,28.7,59.0,0,37.6
3:45,28.7,59.0,0,37.7
3:45,28.7,59.0,0,37.6
3:45,28.8,59.0,0,37.5
3:45,28.8,59.0,0,37.8
3:45,28.7,59.0,0,38.1
3:45,28.8,59.0,0,37.9
3:45,28.8,59.0,0,37.9
3:45,28.8,59.0,0,37.5
3:45,28.7,59.0,0,37.6
3:45,28.8,59.1,0,37.3
3:45,28.7,59.1,0,37.3
3:45,28.8,59.1,0,37.6
3:46,28.7,59.1,0,37.4
3:46,28.8,59.1,0,37.6
3:46,28.8,59.1,0,37.4
3:46,28.8,59.0,0,37.6
3:46,28.7,59.0,0,37.3
3:46,28.8,59.0,0,37.1
3:46,28.8,59.1,0,37.8
3:46,28.8,59.0,0,37.6
3:46,28.8,59.0,0,37.5
3:46,28.8,59.0,0,37.5
3:46,28.8,59.1,0,37.9
3:46,28.8,59.1,0,37.5
3:46,28.8,59.1,0,37.4
3:46,28.8,59.0,0,37.3
3:46,28.8,59.1,0,37.6
3:47,28.8,59.0,0,37.4
3:47,28.8,59.0,0,37.5
3:47,28.7,58.9,0,37.0
3:47,28.7,59.0,0,37.5
3:47,28.8,59.0,0,37.3
3:47,28.8,59.0,0,37.8
3:47,28.7,59.0,0,37.6
3:47,28.7,59.1,0,37.4
3:47,28.7,59.1,0,37.4
3:47,28.8,59.1,0,37.3
3:47,28.8,59.1,0,37.3
3:47,28.7,59.1,0,37.2
3:47,28.7,59.0,0,37.2
3:47,28.8,59.1,0,37.5
3:47,28.8,59.0,0,37.5
3:48,28.7,59.1,0,37.8
3:48,28.8,59.1,0,37.6
3:48,28.7,59.0,0,37.5
3:48,28.8,59.1,0,37.6
3:48,28.7,59.1,0,37.5
3:48,28.8,59.1,0,37.9
3:48,28.8,59.1,0,37.6
3:48,28.8,59.0,0,37.6
3:48,28.8,59.1,0,37.6
3:48,28.8,59.0,0,37.7
3:48,28.8,59.0,0,37.8
3:48,28.8,59.1,0,37.6
3:48,28.8,59.0,0,38.0
3:48,28.8,59.0,0,37.4
3:48,28.8,58.9,0,37.7
3:49,28.8,59.1,0,37.3
3:49,28.7,59.0,0,37.3
3:49,28.8,59.1,0,37.9
3:49,28.8,59.0,0,37.8
3:49,28.8,59.0,0,37.6
3:49,28.8,59.0,0,37.5
3:49,28.8,59.0,0,37.7
3:49,28.8,58.9,0,37.6
3:49,28.7,58.9,0,37.6
3:49,28.8,59.0,0,37.7
3:49,28.8,59.0,0,37.4
3:49,28.7,59.0,0,37.7
3:49,28.8,59.0,0,37.7
3:49,28.8,59.0,0,37.4
3:49,28.8,59.0,0,37.4
3:50,28.7,59.0,0,37.7
3:50,28.8,59.1,0,37.7
3:50,28.7,59.1,0,37.3
3:50,28.8,59.1,0,38.0
3:50,28.8,59.0,0,38.2
3:50,28.8,59.0,0,37.7
3:50,28.8,59.0,0,37.7
3:50,28.8,58.9,0,37.9
3:50,28.8,59.0,0,38.1
3:50,28.8,59.0,0,37.8
3:50,28.8,59.1,0,37.8
3:50,28.7,59.0,0,38.1
3:50,28.8,59.1,0,38.0
3:50,28.8,59.0,0,38.1
3:50,28.7,59.0,0,37.8
3:51,28.8,59.0,0,37.8
3:51,28.8,59.0,0,38.0
3:51,28.8,59.0,0,37.7
3:51,28.8,59.0,0,38.0
3:51,28.7,59.0,0,37.7
3:51,28.7,59.0,0,38.1
3:51,28.7,59.0,0,37.8
3:51,28.8,58.9,0,38.5
3:51,28.8,58.9,0,37.9
3:51,28.8,59.1,0,37.7
3:51,28.8,59.0,0,38.1
3:51,28.8,59.0,0,38.0
3:51,28.7,59.0,0,38.0
3:51,28.7,59.0,0,37.9
3:51,28.7,59.0,0,37.8
3:52,28.7,59.0,0,37.5
3:52,28.7,59.0,0,37.7
3:52,28.8,59.0,0,37.7
3:52,28.8,59.0,0,37.8
3:52,28.7,59.0,0,37.4
3:52,28.8,59.0,0,37.5
3:52,28.7,59.0,0,37.9
3:52,28.8,59.0,0,37.7
3:52,28.8,59.0,0,37.6
3:52,28.7,58.9,0,37.8
3:52,28.8,59.0,0,37.6
3:52,28.8,59.1,0,37.5
3:52,28.8,59.0,0,37.8
3:52,28.8,59.1,0,37.6
3:52,28.8,59.0,0,37.9
3:53,28.8,59.0,0,37.6
3:53,28.8,59.0,0,38.1
3:53,28.7,59.0,0,37.6
3:53,28.8,59.1,0,37.7
3:53,28.8,59.2,0,38.0
3:53,28.8,59.1,0,37.8
3:53,28.8,59.1,0,38.0
3:53,28.8,59.1,0,37.6
3:53,28.7,59.1,0,37.5
3:53,28.8,59.1,0,37.7
3:53,28.8,59.2,0,37.8
3:53,28.8,59.0,0,37.9
3:53,28.8,59.1,0,37.6
3:53,28.8,59.1,0,37.7
3:53,28.7,59.1,0,37.9
3:54,28.7,59.0,0,37.6
3:54,28.8,59.0,0,37.8
3:54,28.8,59.1,0,37.7
3:54,28.7,59.1,0,37.3
3:54,28.8,59.1,0,37.7
3:54,28.8,59.1,0,37.6
3:54,28.8,59.1,0,37.3
3:54,28.8,59.1,0,37.3
3:54,28.7,59.1,0,37.5
3:54,28.8,59.0,0,37.6
3:54,28.8,59.1,0,37.7
3:54,28.8,59.0,0,37.8
3:54,28.8,59.1,0,37.5
3:54,28.8,59.0,0,37.5
3:54,28.8,59.0,0,37.4
3:55,28.8,59.1,0,37.6
3:55,28.7,59.1,0,37.1
3:55,28.8,59.1,0,37.2
3:55,28.8,59.1,0,37.1
3:55,28.8,59.0,0,37.7
3:55,28.8,59.0,0,37.5
3:55,28.8,58.9,0,37.4
3:55,28.8,59.1,0,37.5
3:55,28.8,59.0,0,37.4
3:55,28.8,59.1,0,37.4
3:55,28.8,59.0,0,37.7
3:55,28.8,59.0,0,37.8
3:55,28.7,59.0,0,37.9
3:55,28.7,59.0,0,37.3
3:55,28.8,59.0,0,37.4
3:56,28.8,59.0,0,37.7
3:56,28.8,59.0,0,37.5
3:56,28.8,59.0,0,37.4
3:56,28.7,59.0,0,37.3
3:56,28.7,58.9,0,38.0
3:56,28.8,59.0,0,37.1
3:56,28.8,59.0,0,37.6
3:56,28.8,59.1,0,37.6
3:56,28.8,59.0,0,37.6
3:56,28.7,59.0,0,37.3
3:56,28.8,59.0,0,37.4
3:56,28.8,59.0,0,37.3
3:56,28.8,59.0,0,37.8
3:56,28.8,59.0,0,37.2
3:56,28.8,59.0,0,37.4
3:57,28.8,59.0,0,37.6
3:57,28.7,59.0,0,37.5
3:57,28.8,59.0,0,37.6
3:57,28.8,59.0,0,37.6
3:57,28.7,58.9,0,37.5
3:57,28.7,59.0,0,37.7
3:57,28.8,59.0,0,37.4
3:57,28.8,59.0,0,37.2
3:57,28.8,59.0,0,37.4
3:57,28.7,59.0,0,37.6
3:57,28.8,59.1,0,37.4
3:57,28.8,59.0,0,37.5
3:57,28.8,59.0,0,37.6
3:57,28.8,59.0,0,37.4
3:57,28.8,59.0,0,37.6
3:58,28.8,59.0,0,37.4
3:58,28.8,59.0,0,37.6
3:58,28.8,59.0,0,37.6
3:58,28.8,59.0,0,37.6
3:58,28.7,59.0,0,37.7
3:58,28.7,59.1,0,37.7
3:58,28.7,59.0,0,37.5
3:58,28.8,59.0,0,37.4
3:58,28.8,59.0,0,37.8
3:58,28.8,59.1,0,37.5
3:58,28.8,59.0,0,38.1
3:58,28.8,59.0,0,37.5
3:58,28.8,59.0,0,37.6
3:58,28.8,59.1,0,37.2
3:58,28.8,59.1,0,37.6
3:59,28.8,59.0,0,37.5
3:59,28.8,59.0,0,37.7
3:59,28.7,59.0,0,38.0
3:59,28.8,59.1,0,37.9
3:59,28.8,59.1,0,37.5
3:59,28.8,59.0,0,37.6
3:59,28.8,59.0,0,37.7
3:59,28.8,59.0,0,37.6
3:59,28.7,59.0,0,37.4
3:59,28.8,58.9,0,37.6
3:59,28.8,59.1,0,37.6
3:59,28.8,59.0,0,37.5
3:59,28.7,59.1,0,37.2
3:59,28.7,59.1,0,37.6
3:59,28.7,59.1,0,37.3
4:0,28.8,59.1,0,37.9
4:0,28.7,59.1,0,38.0
4:0,28.7,59.2,0,37.7
4:0,28.8,59.1,0,37.8
4:0,28.8,59.1,0,37.8
4:0,28.8,59.1,0,37.2
4:0,28.7,59.1,0,37.4
4:0,28.7,59.1,0,37.5
4:0,28.8,59.1,0,37.4
4:0,28.8,59.1,0,37.5
4:0,28.8,59.1,0,38.0
4:0,28.8,59.1,0,37.6
4:0,28.7,59.0,0,37.5
4:0,28.8,59.1,0,37.8
4:0,28.8,59.1,0,37.9
4:1,28.8,59.0,0,37.7
4:1,28.8,59.1,0,37.6
4:1,28.8,59.1,0,37.6
4:1,28.8,59.1,0,37.6
4:1,28.8,59.0,0,37.7
4:1,28.8,59.1,0,37.3
4:1,28.8,59.0,0,37.6
4:1,28.8,59.1,0,37.8
4:1,28.8,59.0,0,37.8
4:1,28.7,59.1,0,37.8
4:1,28.8,59.0,0,37.8
4:1,28.7,59.1,0,37.5
4:1,28.8,58.9,0,37.4
4:1,28.8,59.0,0,37.3
4:1,28.8,59.1,0,37.4
4:2,28.7,59.1,0,37.4
4:2,28.8,59.1,0,37.4
4:2,28.7,59.1,0,38.0
4:2,28.8,59.1,0,37.1
4:2,28.8,59.0,0,37.5
4:2,28.7,59.1,0,37.7
4:2,28.7,59.1,0,37.8
4:2,28.7,59.1,0,37.5
4:2,28.7,59.1,0,37.4
4:2,28.8,59.1,0,37.5
4:2,28.7,59.0,0,37.4
4:2,28.7,59.1,0,37.5
4:2,28.8,59.2,0,37.6
4:2,28.8,59.1,0,37.7
4:2,28.8,59.1,0,37.4
4:3,28.8,59.1,0,37.4
4:3,28.8,59.1,0,37.5
4:3,28.8,59.1,0,38.0
4:3,28.7,59.0,0,37.2
4:3,28.8,59.1,0,37.6
4:3,28.7,59.1,0,37.5
4:3,28.7,59.1,0,37.3
4:3,28.8,59.1,0,37.1
4:3,28.7,59.1,0,37.7
4:3,28.8,59.1,0,38.0
4:3,28.8,59.1,0,37.3
4:3,28.7,59.0,0,37.5
4:3,28.8,59.0,0,37.7
4:3,28.8,59.1,0,37.6
4:3,28.7,59.1,0,37.5
4:4,28.8,59.1,0,37.8
4:4,28.8,59.2,0,37.5
4:4,28.7,59.2,0,37.5
4:4,28.8,59.2,0,37.6
4:4,28.7,59.2,0,37.6
4:4,28.7,59.1,0,37.3
4:4,28.8,59.2,0,37.5
4:4,28.7,59.2,0,37.7
4:4,28.7,59.2,0,37.5
4:4,28.7,59.1,0,37.8
4:4,28.8,59.2,0,38.1
4:4,28.7,59.1,0,37.6
4:4,28.8,59.2,0,37.9
4:4,28.7,59.1,0,37.7
4:4,28.8,59.0,0,37.7
4:5,28.8,59.1,0,37.6
4:5,28.8,59.1,0,37.9
4:5,28.8,59.1,0,37.7
4:5,28.8,59.1,0,37.8
4:5,28.8,59.2,0,38.0
4:5,28.7,59.0,0,37.3
4:5,28.8,59.1,0,37.6
4:5,28.7,59.1,0,37.6
4:5,28.8,59.0,0,37.5
4:5,28.7,58.9,0,37.8
4:5,28.8,59.1,0,37.8
4:5,28.8,59.0,0,37.9
4:5,28.8,59.0,0,37.9
4:5,28.8,59.1,0,37.7
4:5,28.7,59.1,0,38.2
4:6,28.7,59.0,0,37.8
4:6,28.7,59.0,0,38.3
4:6,28.8,59.0,0,38.2
4:6,28.8,59.0,0,38.2
4:6,28.8,59.1,0,37.8
4:6,28.8,59.0,0,38.1
4:6,28.8,59.0,0,38.4
4:6,28.8,59.1,0,38.0
4:6,28.8,59.0,0,38.0
4:6,28.7,59.0,0,38.2
4:6,28.7,59.1,0,38.2
4:6,28.8,59.0,0,38.0
4:6,28.7,59.0,0,38.0
4:6,28.8,59.1,0,38.5
4:6,28.7,59.0,0,38.1
4:7,28.8,59.1,0,38.1
4:7,28.8,59.0,0,38.0
4:7,28.8,59.0,0,38.2
4:7,28.8,59.0,0,37.7
4:7,28.8,59.1,0,38.2
4:7,28.7,59.0,0,38.2
4:7,28.8,59.1,0,38.0
4:7,28.8,59.0,0,38.3
4:7,28.8,59.1,0,37.8
4:7,28.7,59.1,0,38.0
4:7,28.7,59.1,0,38.1
4:7,28.8,59.0,0,37.7
4:7,28.8,59.0,0,37.7
4:7,28.8,59.0,0,37.6
4:7,28.7,59.0,0,37.6
4:8,28.8,59.0,0,37.8
4:8,28.8,59.0,0,37.6
4:8,28.8,59.0,0,37.8
4:8,28.8,59.0,0,37.5
4:8,28.7,59.0,0,37.4
4:8,28.8,59.0,0,37.6
4:8,28.8,59.0,0,37.3
4:8,28.7,59.0,0,37.5
4:8,28.8,59.0,0,37.8
4:8,28.7,59.0,0,37.6
4:8,28.7,59.0,0,37.5
4:8,28.8,59.0,0,37.6
4:8,28.8,59.1,0,37.7
4:8,28.8,59.0,0,37.9
4:8,28.8,59.0,0,37.8
4:9,28.7,59.0,0,37.4
4:9,28.8,59.0,0,37.5
4:9,28.8,59.0,0,37.6
4:9,28.8,59.0,0,37.5
4:9,28.7,59.0,0,37.5
4:9,28.8,59.0,0,37.3
4:9,28.8,59.0,0,37.6
4:9,28.8,59.0,0,37.8
4:9,28.8,59.1,0,37.7
4:9,28.8,59.0,0,37.7
4:9,28.7,59.0,0,37.8
4:9,28.7,59.1,0,37.6
4:9,28.7,59.0,0,37.6
4:9,28.8,59.0,0,37.7
4:9,28.8,59.0,0,37.3
4:10,28.7,59.1,0,37.4
4:10,28.7,59.0,0,37.9
4:10,28.8,59.0,0,37.7
4:10,28.8,59.0,0,37.5
4:10,28.7,59.0,0,37.7
4:10,28.8,59.0,0,37.9
4:10,28.7,59.0,0,37.7
4:10,28.7,59.1,0,37.7
4:10,28.7,59.1,0,37.7
4:10,28.8,59.1,0,37.8
4:10,28.8,59.0,0,37.8
4:10,28.8,59.0,0,37.6
4:10,28.7,59.0,0,37.7
4:10,28.8,59.0,0,37.6
4:10,28.8,59.0,0,38.3
4:11,28.8,59.1,0,38.0
4:11,28.8,59.0,0,37.5
4:11,28.8,59.0,0,37.5
4:11,28.8,59.0,0,37.9
4:11,28.8,59.0,0,37.9
4:11,28.8,59.1,0,37.9
4:11,28.8,59.0,0,37.7
4:11,28.7,59.1,0,37.7
4:11,28.8,59.1,0,38.1
4:11,28.8,59.1,0,37.5
4:11,28.8,59.1,0,37.6
4:11,28.8,59.1,0,37.6
4:11,28.8,59.0,0,37.5
4:11,28.8,59.0,0,38.0
4:11,28.8,59.1,0,37.9
4:12,28.8,59.1,0,37.5
4:12,28.8,59.1,0,37.8
4:12,28.8,59.0,0,37.9
4:12,28.8,59.0,0,37.7
4:12,28.8,59.1,0,37.5
4:12,28.8,59.1,0,37.8
4:12,28.7,59.0,0,37.7
4:12,28.7,59.0,0,37.9
4:12,28.7,59.0,0,37.3
4:12,28.7,59.1,0,37.7
4:12,28.8,59.1,0,37.3
4:12,28.8,59.1,0,37.8
4:12,28.8,59.1,0,38.0
4:12,28.7,59.0,0,37.7
4:12,28.8,59.0,0,37.6
4:13,28.8,59.1,0,37.6
4:13,28.8,59.0,0,37.4
4:13,28.8,59.0,0,37.3
4:13,28.7,59.0,0,37.6
4:13,28.7,59.1,0,37.5
4:13,28.7,59.0,0,37.7
4:13,28.8,59.0,0,37.6
4:13,28.8,59.0,0,37.4
4:13,28.7,59.0,0,38.1
4:13,28.8,59.0,0,37.5
4:13,28.7,59.0,0,37.5
4:13,28.8,59.0,0,37.6
4:13,28.7,59.0,0,37.4
4:13,28.8,59.1,0,37.7
4:13,28.8,59.0,0,37.5
4:14,28.8,59.1,0,37.5
4:14,28.8,59.0,0,37.6
4:14,28.7,59.2,0,37.7
4:14,28.7,59.1,0,37.8
4:14,28.8,59.1,0,37.8
4:14,28.7,59.0,0,38.0
4:14,28.8,59.1,0,37.3
4:14,28.7,59.0,0,38.0
4:14,28.8,59.0,0,37.6
4:14,28.8,59.1,0,37.5
4:14,28.7,59.0,0,37.4
4:14,28.8,59.1,0,37.9
4:14,28.7,59.0,0,38.0
4:14,28.8,59.0,0,37.8
4:14,28.7,59.0,0,37.6
4:15,28.8,59.0,0,37.4
4:15,28.7,59.0,0,37.8
4:15,28.8,59.1,0,38.1
4:15,28.8,59.1,0,37.6
4:15,28.8,59.0,0,37.4
4:15,28.8,59.1,0,38.0
4:15,28.7,59.1,0,37.4
4:15,28.8,59.0,0,38.0
4:15,28.8,59.1,0,37.7
4:15,28.7,59.0,0,37.6
4:15,28.7,59.1,0,37.8
4:15,28.7,59.0,0,37.8
4:15,28.8,59.1,0,37.8
4:15,28.8,59.1,0,38.0
4:15,28.8,59.0,0,37.6
4:16,28.7,59.0,0,38.1
4:16,28.8,59.1,0,37.4
4:16,28.8,59.0,0,37.7
4:16,28.8,59.0,0,38.0
4:16,28.7,59.1,0,38.0
4:16,28.8,59.1,0,37.7
4:16,28.8,59.1,0,38.1
4:16,28.7,59.1,0,38.2
4:16,28.7,59.0,0,37.9
4:16,28.7,59.0,0,38.2
4:16,28.8,59.0,0,38.6
4:16,28.8,59.1,0,37.7
4:16,28.8,59.1,0,38.2
4:16,28.7,59.0,0,37.8
4:16,28.8,59.0,0,37.5
4:17,28.8,59.0,0,37.4
4:17,28.8,59.1,0,37.8
4:17,28.8,59.1,0,38.0
4:17,28.7,58.9,0,37.8
4:17,28.8,59.0,0,38.5
4:17,28.7,59.1,0,37.7
4:17,28.7,59.0,0,38.5
4:17,28.8,59.1,0,38.4
4:17,28.8,59.1,0,38.1
4:17,28.7,59.1,0,37.8
4:17,28.7,59.1,0,38.1
4:17,28.8,59.1,0,37.8
4:17,28.7,59.1,0,38.2
4:17,28.7,59.1,0,37.8
4:17,28.7,59.0,0,38.1
4:18,28.7,59.0,0,38.1
4:18,28.7,59.0,0,38.1
4:18,28.8,59.1,0,38.3
4:18,28.7,59.1,0,38.1
4:18,28.8,59.0,0,37.9
4:18,28.7,59.0,0,37.6
4:18,28.7,59.1,0,37.7
4:18,28.8,59.0,0,37.7
4:18,28.8,59.1,0,37.8
4:18,28.7,59.0,0,37.9
4:18,28.8,59.2,0,37.9
4:18,28.7,59.1,0,37.7
4:18,28.8,59.0,0,38.1
4:18,28.8,59.1,0,37.9
4:18,28.8,59.0,0,37.5
4:19,28.8,59.1,0,38.1
4:19,28.8,59.1,0,37.9
4:19,28.8,59.1,0,38.0
4:19,28.8,59.2,0,37.9
4:19,28.8,59.1,0,37.8
4:19,28.7,59.2,0,37.8
4:19,28.8,59.1,0,37.9
4:19,28.8,59.1,0,37.6
4:19,28.7,59.1,0,37.6
4:19,28.7,59.2,0,37.6
4:19,28.7,59.2,0,37.6
4:19,28.8,59.2,0,37.7
4:19,28.7,59.2,0,37.7
4:19,28.8,59.1,0,38.2
4:19,28.8,59.2,0,37.3
4:20,28.8,59.2,0,37.8
4:20,28.8,59.1,0,38.0
4:20,28.7,59.2,0,38.0
4:20,28.8,59.1,0,38.2
4:20,28.8,59.2,0,38.0
4:20,28.7,59.1,0,37.7
4:20,28.7,59.1,0,38.0
4:20,28.7,59.1,0,37.6
4:20,28.7,59.1,0,37.6
4:20,28.8,59.1,0,37.6
4:20,28.8,59.2,0,37.6
4:20,28.8,59.2,0,37.8
4:20,28.7,59.2,0,37.6
4:20,28.8,59.2,0,38.1
4:20,28.7,59.1,0,37.6
4:21,28.8,59.1,0,37.8
4:21,28.7,59.1,0,37.9
4:21,28.8,59.1,0,37.3
4:21,28.7,59.1,0,37.6
4:21,28.8,59.1,0,37.8
4:21,28.8,59.1,0,37.6
4:21,28.8,59.1,0,37.8
4:21,28.8,59.1,0,37.6
4:21,28.7,59.0,0,37.5
4:21,28.7,59.1,0,37.6
4:21,28.7,59.2,0,37.3
4:21,28.7,59.2,0,37.4
4:21,28.8,59.1,0,37.5
4:21,28.8,59.2,0,37.7
4:21,28.8,59.2,0,38.2
4:22,28.8,59.2,0,37.6
4:22,28.8,59.1,0,37.9
4:22,28.7,59.2,0,37.6
4:22,28.7,59.1,0,37.7
4:22,28.8,59.1,0,38.1
4:22,28.8,59.1,0,37.8
4:22,28.7,59.1,0,37.9
4:22,28.8,59.1,0,37.9
4:22,28.7,59.1,0,37.9
4:22,28.8,59.1,0,37.9
4:22,28.8,59.2,0,38.0
4:22,28.8,59.1,0,38.1
4:22,28.8,59.1,0,37.8
4:22,28.8,59.1,0,37.8
4:22,28.7,59.1,0,37.8
4:23,28.7,59.1,0,37.8
4:23,28.7,59.2,0,37.9
4:23,28.7,59.2,0,37.7
4:23,28.8,59.1,0,37.8
4:23,28.8,59.1,0,38.1
4:23,28.8,59.1,0,38.1
4:23,28.8,59.1,0,38.8
4:23,28.8,59.2,0,38.4
4:23,28.7,59.2,0,38.3
4:23,28.7,59.2,0,38.3
4:23,28.7,59.2,0,38.6
4:23,28.8,59.2,0,37.9
4:23,28.8,59.2,0,37.9
4:23,28.8,59.2,0,37.9
4:23,28.7,59.2,0,38.1
4:24,28.7,59.2,0,37.6
4:24,28.7,59.2,0,37.9
4:24,28.8,59.2,0,37.2
4:24,28.7,59.1,0,37.5
4:24,28.7,59.2,0,38.3
4:24,28.7,59.1,0,37.7
4:24,28.8,59.1,0,38.1
4:24,28.7,59.2,0,38.3
4:24,28.8,59.1,0,38.4
4:24,28.7,59.1,0,38.0
4:24,28.8,59.2,0,38.1
4:24,28.7,59.1,0,38.0
4:24,28.8,59.1,0,38.2
4:24,28.7,59.1,0,37.8
4:24,28.8,59.2,0,37.8
4:25,28.8,59.1,0,38.1
4:25,28.8,59.2,0,38.0
4:25,28.7,59.2,0,38.0
4:25,28.8,59.2,0,37.8
4:25,28.8,59.2,0,37.9
4:25,28.7,59.2,0,37.7
4:25,28.8,59.2,0,38.1
4:25,28.7,59.2,0,37.8
4:25,28.7,59.2,0,37.5
4:25,28.7,59.2,0,37.5
4:25,28.7,59.2,0,37.7
4:25,28.8,59.4,0,37.6
4:25,28.7,59.3,0,37.4
4:25,28.7,59.3,0,37.9
4:25,28.7,59.3,0,37.6
4:26,28.8,59.3,0,37.5
4:26,28.8,59.2,0,38.0
4:26,28.7,59.2,0,37.8
4:26,28.7,59.2,0,37.9
4:26,28.7,59.2,0,37.6
4:26,28.8,59.3,0,37.7
4:26,28.7,59.2,0,37.5
4:26,28.8,59.3,0,38.0
4:26,28.7,59.2,0,37.6
4:26,28.8,59.3,0,37.6
4:26,28.8,59.2,0,37.7
4:26,28.7,59.2,0,37.8
4:26,28.8,59.3,0,37.7
4:26,28.7,59.2,0,37.8
4:26,28.7,59.3,0,38.2
4:27,28.7,59.2,0,37.7
4:27,28.7,59.2,0,38.1
4:27,28.8,59.1,0,37.8
4:27,28.8,59.2,0,38.1
4:27,28.8,59.2,0,38.2
4:27,28.7,59.2,0,37.9
4:27,28.8,59.2,0,37.9
4:27,28.8,59.2,0,38.2
4:27,28.7,59.2,0,37.7
4:27,28.7,59.1,0,38.0
4:27,28.7,59.2,0,38.0
4:27,28.8,59.2,0,38.1
4:27,28.8,59.1,0,38.2
4:27,28.7,59.2,0,38.3
4:27,28.8,59.2,0,37.9
4:28,28.7,59.1,0,38.1
4:28,28.7,59.1,0,38.0
4:28,28.7,59.2,0,38.2
4:28,28.7,59.2,0,38.2
4:28,28.7,59.1,0,38.0
4:28,28.7,59.1,0,37.9
4:28,28.7,59.1,0,37.7
4:28,28.7,59.2,0,37.9
4:28,28.7,59.1,0,37.5
4:28,28.8,59.1,0,37.4
4:28,28.8,59.1,0,37.9
4:28,28.7,59.2,0,37.5
4:28,28.7,59.1,0,37.8
4:28,28.7,59.1,0,37.7
4:28,28.7,59.1,0,37.6
4:29,28.7,59.1,0,37.8
4:29,28.7,59.1,0,37.8
4:29,28.8,59.2,0,37.9
4:29,28.7,59.1,0,37.6
4:29,28.8,59.1,0,37.9
4:29,28.8,59.2,0,37.8
4:29,28.8,59.1,0,37.5
4:29,28.8,59.1,0,37.5
4:29,28.8,59.1,0,37.7
4:29,28.8,59.1,0,37.8
4:29,28.8,59.2,0,37.8
4:29,28.7,59.1,0,37.9
4:29,28.7,59.2,0,37.8
4:29,28.8,59.2,0,37.8
4:29,28.7,59.2,0,38.0
4:30,28.8,59.1,0,38.2
4:30,28.8,59.1,0,38.0
4:30,28.8,59.1,0,38.0
4:30,28.8,59.1,0,37.7
4:30,28.7,59.1,0,37.7
4:30,28.8,59.1,0,37.8
4:30,28.8,59.1,0,37.6
4:30,28.8,59.2,0,37.4
4:30,28.7,59.1,0,37.5
4:30,28.8,59.2,0,37.4
4:30,28.7,59.1,0,37.4
4:30,28.8,59.0,0,37.6
4:30,28.8,59.1,0,37.6
4:30,28.8,59.1,0,37.5
4:30,28.8,59.1,0,37.4
4:31,28.7,59.1,0,37.8
4:31,28.7,59.1,0,37.8
4:31,28.7,59.1,0,37.7
4:31,28.7,59.1,0,37.4
4:31,28.7,59.1,0,37.9
4:31,28.8,59.1,0,37.2
4:31,28.8,59.2,0,37.8
4:31,28.7,59.2,0,37.9
4:31,28.7,59.1,0,37.8
4:31,28.7,59.1,0,38.0
4:31,28.8,59.1,0,37.8
4:31,28.8,59.1,0,38.0
4:31,28.7,59.2,0,38.2
4:31,28.8,59.0,0,37.4
4:31,28.7,59.0,0,37.8
4:32,28.8,59.1,0,37.8
4:32,28.7,59.1,0,37.3
4:32,28.7,59.2,0,37.9
4:32,28.8,59.1,0,37.4
4:32,28.7,59.1,0,37.7
4:32,28.7,59.1,0,37.3
4:32,28.7,59.1,0,37.3
4:32,28.8,59.1,0,37.1
4:32,28.7,59.1,0,37.4
4:32,28.7,59.1,0,37.3
4:32,28.8,59.0,0,37.4
4:32,28.8,59.1,0,37.3
4:32,28.8,59.0,0,37.4
4:32,28.7,59.1,0,37.6
4:32,28.8,59.2,0,38.1
4:33,28.8,59.1,0,37.3
4:33,28.7,59.2,0,37.7
4:33,28.7,59.1,0,37.3
4:33,28.8,59.1,0,37.6
4:33,28.7,59.1,0,37.3
4:33,28.7,59.2,0,37.2
4:33,28.7,59.1,0,37.4
4:33,28.7,59.1,0,37.5
4:33,28.8,59.1,0,36.9
4:33,28.7,59.1,0,37.3
4:33,28.7,59.1,0,37.7
4:33,28.7,59.1,0,37.7
4:33,28.7,59.1,0,37.5
4:33,28.8,59.1,0,37.4
4:33,28.7,59.1,0,37.3
4:34,28.8,59.0,0,37.4
4:34,28.8,59.1,0,37.8
4:34,28.7,59.1,0,37.1
4:34,28.7,59.1,0,37.3
4:34,28.7,59.2,0,37.8
4:34,28.8,59.1,0,37.8
4:34,28.8,59.1,0,37.5
4:34,28.7,59.1,0,37.3
4:34,28.7,59.1,0,37.3
4:34,28.8,59.0,0,37.3
4:34,28.7,59.0,0,37.1
4:34,28.8,59.1,0,37.0
4:34,28.7,59.1,0,36.9
4:34,28.8,59.1,0,37.4
4:34,28.7,59.0,0,37.0
4:35,28.7,59.0,0,37.3
4:35,28.8,59.2,0,37.2
4:35,28.8,59.1,0,37.2
4:35,28.7,59.1,0,37.2
4:35,28.7,59.1,0,37.5
4:35,28.8,59.0,0,37.2
4:35,28.8,59.2,0,37.1
4:35,28.8,59.2,0,37.5
4:35,28.8,59.1,0,37.2
4:35,28.8,59.1,0,37.2
4:35,28.8,59.1,0,37.6
4:35,28.7,59.2,0,37.2
4:35,28.8,59.1,0,37.3
4:35,28.8,59.1,0,37.2
4:35,28.8,59.1,0,36.8
4:36,28.7,59.1,0,37.1
4:36,28.7,59.1,0,37.2
4:36,28.8,59.1,0,37.3
4:36,28.7,59.1,0,37.3
4:36,28.7,59.1,0,37.3
4:36,28.8,59.1,0,37.4
4:36,28.7,59.1,0,37.4
