Time,temperature,humidity,light,sound
18:26,29.7,78.7,192,42.5
18:29,32.2,60.1,151,41.8
18:29,32.4,67.1,167,42.0
18:29,32.4,69.5,153,41.6
18:29,32.5,68.7,103,49.5
18:29,32.4,62.5,230,43.2
18:29,32.2,54.0,226,43.1
18:29,32.1,49.9,223,42.0
18:29,32.1,49.2,220,42.4
18:29,32.0,49.0,217,43.0
18:29,31.9,48.6,216,41.3
18:29,31.9,48.2,215,41.8
18:29,31.8,48.3,213,43.2
18:29,31.7,48.6,213,42.4
18:29,31.7,48.7,212,42.9
18:29,31.6,48.4,211,41.9
18:29,31.5,48.4,211,42.8
18:30,31.5,48.5,211,42.5
18:30,31.5,48.4,211,43.0
18:30,31.4,48.3,210,41.9
18:30,31.4,48.4,170,44.6
18:30,31.3,49.2,183,44.2
18:30,31.3,53.2,209,49.6
18:30,31.3,51.3,166,55.4
18:30,31.2,52.5,37,45.3
18:30,31.3,57.7,100,46.8
18:30,31.2,59.7,23,75.8
18:30,31.1,60.1,234,43.2
18:30,31.1,56.6,234,46.3
18:30,31.1,54.8,234,45.2
18:30,31.0,53.2,234,44.9
18:30,31.0,51.9,234,44.5
18:30,31.0,51.3,234,44.5
18:30,30.9,50.5,232,43.3
18:30,30.9,50.7,235,43.6
18:30,30.9,50.7,235,43.4
18:30,30.8,50.4,235,44.6
18:31,30.8,50.4,235,43.7
18:31,30.8,50.2,235,44.0
18:31,30.7,49.7,234,42.9
18:31,30.7,49.4,234,44.1
18:31,30.6,49.4,234,43.3
18:31,30.6,49.7,234,43.2
18:31,30.6,49.8,234,43.7
18:31,30.5,49.8,234,43.6
18:31,30.5,49.8,234,44.1
18:31,30.5,49.9,234,43.4
18:31,30.4,50.3,234,43.6
18:31,30.4,50.5,234,42.1
18:31,30.4,50.6,234,43.5
18:31,30.5,50.7,234,43.6
18:31,30.4,50.7,234,43.2
18:31,30.4,50.6,234,42.9
18:31,30.4,50.4,234,44.2
18:31,30.3,50.2,234,43.9
18:31,30.3,50.3,234,42.9
18:31,30.3,50.5,233,44.8
18:32,30.3,50.6,234,42.6
18:32,30.3,50.6,234,42.6
18:32,30.3,50.6,234,43.5
18:32,30.3,50.6,234,41.6
18:32,30.2,50.7,230,42.4
18:32,30.2,50.8,228,51.7
18:32,30.2,50.9,239,43.3
18:32,30.3,51.0,59,41.1
18:32,30.2,57.2,32,43.0
18:32,30.3,60.1,196,43.2
18:32,30.3,59.0,194,45.3
18:32,30.3,56.7,201,53.8
18:32,30.3,54.4,199,44.0
18:32,30.2,53.1,201,46.2
18:32,30.2,52.2,200,44.6
18:32,30.2,51.8,200,43.4
18:32,30.2,52.2,200,44.6
18:32,30.1,52.5,200,43.7
18:32,30.1,52.7,204,43.0
18:32,30.1,52.8,210,44.2
18:33,30.1,52.7,219,49.1
18:33,30.1,52.5,214,43.7
18:33,30.1,52.1,218,43.5
18:33,30.0,52.1,216,42.9
18:33,30.0,52.0,215,43.3
18:33,30.0,52.9,217,44.2
18:33,30.0,52.9,219,43.3
18:33,29.9,52.9,219,43.3
18:33,30.0,52.9,219,43.2
18:33,29.9,52.7,215,43.7
18:33,29.9,52.6,215,43.6
18:33,29.9,52.6,215,42.8
18:33,29.9,52.5,215,45.0
18:33,29.9,52.6,100,44.5
18:33,29.9,52.8,105,44.2
18:33,29.9,53.0,107,43.6
18:33,29.9,53.7,100,43.2
18:33,29.8,53.3,97,43.1
18:33,29.9,52.9,99,43.8
18:33,29.9,52.8,73,43.3
18:34,29.9,52.4,114,55.4
18:34,29.9,53.0,102,43.8
18:34,30.2,62.2,141,42.0
18:34,30.2,65.8,97,42.7
18:34,30.3,67.8,107,45.8
18:34,30.4,69.6,55,43.3
18:34,30.3,62.5,126,42.9
18:34,30.3,58.5,94,48.5
18:34,30.2,56.3,106,47.1
